NumProc,Institucion,ID Institucion,Descripcion,Solicitud,Fecha
2017CD-000108-0000100001,Banco Nacional de Costa Rica,4000001021,"ACOMPAÑAMIENTO A LAS OFICINAS DEL BANCO NACIONAL DE COSTA RICA, EN EL CUMPLIMIENTO DEL PROGRAMA BANDERA AZUL ECOLÓGICA Y EL PLAN DE GESTIÓN AMBIENTAL INSTITUCIONAL",0062017434100189,31/08/2017
2017CD-000322-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,DISCOS DUROS Y DISPOSITIVOS DE ALMACENAMIENTO (LLAVE MAYA),0062017002800164,15/05/2017
2017LA-000004-0008800001,INSTITUTO COSTARRICENSE SOBRE DROGAS,3007324429,Mantenimiento y reparación del predio ESDE,0062017000700008,11/07/2017
2017CD-000114-0003300001,Municipalidad de Moravia,3014042055,Perfilado Vial en Sector La Guaria de Moravia,0062017001900026,12/07/2017
2017PP-000449-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,CONSTRUCCION DE OBRAS EN EL PLANTEL ANONOS,0062017325000411,04/09/2017
2017CD-000109-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,Capacitación en ciencias y o ambiente-TOXICOLOGIA,0062017003400006,31/08/2017
2017CE-000005-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,"Compra de Tablas Tamaño Oficio de Aluminio y Máquinas Rasuradoras, Decreto N°40031-MAG Emergencia Sanitaria No Epidémica Regional sobre los efectos de las erupciones del Volcán Turrialba.","0062017800500006
(Total: 2)",12/06/2017
2017CD-000263-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Compra de teléfonos inalámbricos para la DGAC,0062017001800106,10/08/2017
2017PP-000090-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,Adquisición de Camilla para Ambulancia Toyota Hiace techo bajo del Comité Auxiliar de Belén de Carrillo en Guanacaste.,,
2017CD-000836-0000400001,Instituto Costarricense de Electricidad,4000042139,Compra Motocuadraciclos / Compromiso No. 1001-8479-2017,0062017580400014,29/08/2017
2017CD-000011-0012700001,DIRECCION NACIONAL DE CEN-CINAI,3007610100,Certificado de Seguridad SSL,0062017000400002,22/08/2017
2017PP-000089-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,"Adquisición de equipo médico manual, electromedico, rescate y prácticas, solicitados por varios Comités Auxiliares y Juntas Regionales del país",00620174000051,31/08/2017
2017PP-000088-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,ADQUISICIÓN DE ZAPATOS DE PROTECCIÓN PARA PERSONAL DE EMERGENCIAS DE LA CRUZ ROJA COSTARRICENSE,00620174000047,14/08/2017
2017CD-000133-0002300005,Municipalidad de Sarapiquí,3014042098,Servicios de Verificación de Calidad para Proyectos de Infraestructura Vial en el Cantón de Sarapiquí,0062017001700053,01/09/2017
2017CD-000022-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,“Adquisición de Set de reparación Válvulas de acción rápida  para los Sistemas de Bombeo”,0062017102100006,30/08/2017
2017LA-000025-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,EQUIPO DEPORTIVO PARA EL PROGRAMA DE ACONDICIONAMIENTO FÍSICO DE BOMBEROS,0062017102300005,18/08/2017
2017CD-000262-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Contratación de servicios para realizar Auditoría en Sistemas de Información Electronico-SIFCO,0062017001400018,31/07/2017
2017CD-000261-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Almohadilla para Mouse con descansa muñeca,0062017001500022,04/08/2017
2017CD-000132-0002300005,Municipalidad de Sarapiquí,3014042098,Compra de Formularios para el Departamento de la Unidad Técnica de Gestión Vial Municipal,0062017001700052,31/08/2017
2017CD-000017-0000700001,Municipalidad de Grecia,3014042066,Adquisición e instalación de aires acondicionados de 9000 BTU y 18000 BTU para las oficinas administrativas ubicadas en el Mercado Municipal,0062017041000002,01/09/2017
2017CD-000028-0012600001,"PATRONATO DE CONSTRUCCIONES, INSTALACIONES Y ADQUISICION DE BIENES",2100045222,COMPRA DE SUMINISTRO DE LIMPIEZA Y SEGURIDAD PARA LA PANADERIA.,0062017000300023,24/08/2017
2017PP-000448-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,COMPRA DE MATERIALES PARA MEJORAS EN LAS REDES DE COMUNICACIONES,0062017325000410,01/09/2017
2017CD-000021-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,SUMINISTRO DE GRUPO ELECTROGENO MÓVIL (PLANTA ELÉCTRICA) CON  TRANSFERENCIA AUTOMATICA,0062017101300026,29/08/2017
2017PP-000147-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Remate preformado curvo de acero galvanizado (Escasa Cuantía),0062017012800022,16/08/2017
2017CD-000164-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,"Contratación de medios de prensa escrita, dos publicaciones en Diario Extra y La Nación",0062017001000027,09/08/2017
2017CD-000237-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,"COMPRA DE BOLETOS AÉREOS CON DESTINO A PUNTA CANA, REPÚBLICA DOMINICANA",0062017000100041,28/08/2017
2017CD-000835-0000400001,Instituto Costarricense de Electricidad,4000042139,Adquisición de equipos de medición de elementos de mantenimiento especializado Región Huetar  3601-0205-2017,0062017305000052,28/08/2017
2017PP-000087-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,ADQUISICIÓN DE EQUIPOS VARIOS DE COMUNICACIÓN/CONSTRUCCIÓN TORRES DE COMUNICACIÓN,00620174000052,31/08/2017
2017CD-000181-0010400001,INSTITUTO SOBRE ALCOHOLISMO Y FARMACODEPENDENCIA,3007045737,Adquisición de de juegos educativos y recreativos (paracaídas),,
2017CD-000321-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,PROGRAMA MODULAR SOBRE EL PROCEDIMIENTO ADMINISTRATIVO.,0062017002800334,17/08/2017
2017CD-000834-0000400001,Instituto Costarricense de Electricidad,4000042139,Repuestos para cargador CATERPILLAR (4110-2038-2017,0062017411000019,25/08/2017
2017CD-000047-0007200001,MINISTERIO DE LA PRESIDENCIA,2100042007,Compra de boletos a Mexico,"0062017000300030
(Total: 2)",01/09/2017
2017CD-000163-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Compra e instalación de 2 Proyectores de Ultra Corto Alcance para la sede regional de DGEV de Alajuela y Puntarenas,0062017002000040,11/08/2017
2017CD-000110-0014400001,INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS,3007241710,Adquisición de productos de papel,0062017010900106,24/07/2017
2017CD-000260-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Adquisición de deshumificador para el archivo de expedientes personales de Recursos Humanos,,
2017CD-000020-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Maniquíes para entrenamiento de Academia de Bomberos continuo,0062017102300004,17/08/2017
2017LN-000012-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,MANTENIMIENTO DEL SISTEMA FINANCIERO ADMINISTRATIVO (SIFA) DEL REGISTRO NACIONAL,0062017000300024,24/05/2017
2017CD-000049-0009500001,MUSEO NACIONAL DE COSTA RICA,3007075500,Compra de resmas de papel y productos papel y cartón,"0062017000100030
(Total: 2)",13/06/2017
2017CD-000064-0001200001,Instituto Costarricense de Turismo,4000042141,SMS 3973-17 Contratación de laboratorio que realice análisis de microbiología en aguas marinas del Polo Turístico Golfo Papagayo,0062017000900092,26/07/2017
2017LA-000010-0009500001,MUSEO NACIONAL DE COSTA RICA,3007075500,"CONTRATACIÓN DE SERVICIO DE GESTIÓN PARA LA CONCEPTUALIZACIÓN, DISEÑO Y PRODUCCIÓN DE UN AUDIOVISUAL, 600 FOTOGRAFÍAS Y DOS LIBROS RELACIONADOS CON LA PROVINCIA DE LIMÓN",0062017001100003,04/07/2017
2017CD-000082-0005400001,Contraloría General de la Republica,2200042154,Adquisición de cargadores para batería,0062017709100017,30/08/2017
,JUNTA ADMINISTRATIVA DEL ARCHIVO NACIONAL,3007042029,Carritos para transportar documentos,0062017000200035,01/09/2017
2017CD-000131-0002300005,Municipalidad de Sarapiquí,3014042098,SERVICIOS DE CONFECCIÓN DE LONA PARA ACTIVIDADES CELEBRACIÓN INDEPENDENCIA,0062017000500029,01/09/2017
2017CD-000030-0001400001,Instituto del Café de Costa Rica,3007042037,COMPRA DE INSUMOS DE LIMPIEZA,,
2017CD-000107-0000100001,Banco Nacional de Costa Rica,4000001021,CONTRATACIÓN DE LOS SERVICIOS  DE UN (1)  PROFESIONAL COMO MIEMBRO EXTERNO DEL COMITÉ DE RIESGOS DEL FONDO DE GARANTÍAS Y JUBILACIONES DEL BANCO NACIONAL,0062017434100183,25/08/2017
2017CD-000162-0058700001,CONSEJO DE SEGURIDAD VIAL,3007061394,Contratación de servicios de información mediante prensa escrita en medios regionales.,0062017001000025,01/08/2017
2017PP-000047-0001700001,Promotora de Comercio Exterior,3007196350,Servicios de restructuración de red lógica.,0062017000300016,18/08/2017
2017CD-000029-0001400001,Instituto del Café de Costa Rica,3007042037,COMPRA DE GPS,0062017001700011,30/08/2017
2017CD-000208-0006100001,PATRONATO NACIONAL DE LA INFANCIA,3007042039,CONTRATACION DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE APTITUDES TECNOLOGICAS,0062017001300232,31/08/2017
2017CD-001025-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Reparacion de fuente del Parque Nacional,0062017020500246,08/08/2017
2017PP-000046-0001700001,Promotora de Comercio Exterior,3007196350,CONTRATACIÓN DE TRASPORTE DURANTE EL EVENTO BTM 2017,0062017001000001,25/08/2017
2017CD-000030-0014900001,SUPERINTENDENCIA DE TELECOMUNICACIONES,3007566209,COMPRA BOLETO AÉREO CON DESTINO A MADRID ,0062017710000049,31/08/2017
2017CD-001024-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,ESTUDIO LOCAL PARA DETERMINAR UN SISTEMA DE ALQUILER DE BICICLETAS PUBLICAS PARA UNA CICLOVIA,0062017015000196,25/08/2017
2017CD-000113-0003300001,Municipalidad de Moravia,3014042055,SERVICIO DE ALQUILER DE CABINAS SANITARIAS PARA 14 DE SETIEMBRE,0062017002400008,10/08/2017
2017CD-000054-0009100001,Ministerio de Hacienda,2100042005,CONTRATACIÓN DE SERVICIO DE SUMINISTRO DE BIDONES DE AGUA,0062017000100051,05/06/2017
2017LA-000004-0005500001,Municipalidad de Atenas,3014042065,COMPRA DE RETROEXCAVADORA,0062017100000018,01/09/2017
2017CE-000004-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,"Compra de Melaza, Bolsas para Ensilaje y Bolsas para Materiales de Riesgo Biológico, Decreto N°40031-MAG","0062017800500010
(Total: 3)",19/06/2017
,Correos de Costa Rica S.A.,3101227869,Servicio de Impresión e instalación de Papel Adhesivo Para Casilleros (API) Para Correos de Costa Rica S.A,0062017300000060,01/09/2017
2017CD-000050-0005500001,Municipalidad de Atenas,3014042065,Compra de Materriales para colocación de Malla en Cancha de Deportes Barrio San Jose Norte,0062017700000024,16/08/2017
,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,COMPRA DE ZAPATOS DE SEGURIDAD,0062017101200031,01/09/2017
2017CD-001023-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,"Servicio para corregir falla en aire condicionado activo #3213, Pedido #45905, Ot #45841",0062017021800162,22/08/2017
2017LA-000007-0000700001,Municipalidad de Grecia,3014042066,"CONSTRUCCIÓN Y MEJORAS EN EL PROYECTO PUNTO VERDE, CENTRO DE ACOPIO (MODALIDAD LLAVE EN MANO)",0062017020600008,31/08/2017
2017CD-000276-0004900001,Banco Central de Costa Rica,4000004017,ADQUISICIÓN DE LICENCIAS Y TELÉFONOS IP PARA EL BANCO CENTRAL DE COSTA RICA,0062017023000336,22/08/2017
2017LA-000004-0009800001,Museo de Arte Costarricense,3007061000,Rediseñar de forma interactiva la experiencia para los usuarios en l pagina WEB del Museo,0062017000400036,13/06/2017
2017CD-000173-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,Alquiler de cabañas sanitarias Puerto Viejo DGFP,0062017000400311,25/08/2017
2017PP-000086-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,COMPRA DE HALÓGENOS Y ALFOMBRAS PARA AMBULANCIA,,
2017CD-000275-0004900001,Banco Central de Costa Rica,4000004017,CONTRATACION ALQUILER DE POLIGONO PARA PRACTICAS DE DISPARO.,0062017023000344,29/08/2017
2017CD-000050-0011400001,INSTITUTO COSTARRICENSE DEL DEPORTE Y LA RECREACION,3007227851,Servicio de recolección de materiales biopeligrosos,0062017001500002,07/08/2017
2017CD-000116-0015600001,JUNTA DE PROTECCION SOCIAL,3007045617,Compra de repuestos para las motoguadañas del Camposanto.,0062017180300198,10/08/2017
2017LA-000009-0002000001,Consejo Rector del Sistema de Banca para el Desarrollo,3007559723,"DETERMINACIÓN Y MEDICIÓN DEL ÍNDICE DE SATISFACCIÓN EN OPERADORES FINANCIEROS Y BENEFICIARIOS, CLIENTES INTERNOS Y ESTRATAEGIA DE SERVICIO AL CLIENTE DEL SBD.",0062017000200043,25/08/2017
2017CD-001022-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Construcción de Malla Costado Norte Mercado de Mayoreo.,0062017015000137,10/08/2017
2017CD-001021-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,COMPRA DE LLANTAS,,
2017CD-001020-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,COMPRA DE LLANTAS PARA RETROEXCAVADOR,"0062017021800166
(Total: 2)",28/08/2017
2017CD-000016-0000700001,Municipalidad de Grecia,3014042066,CONTRATACIÓN PARA LA  CONSTRUCCIÓN DE UN BYPASS EN LA TUBERÍA DE 12” QUE CONDUCE AGUA HACIA EL TANQUE TOTÓN,0062017020600003,11/08/2017
2017CD-000225-0008000001,MINISTERIO DE CULTURA Y JUVENTUD,2100042001,CONTRATACIÓN PARA LA COMPRA DE JABÓN LÍQUIDO PARA MANOS,0062017000100159,19/07/2017
2017CD-000118-0010500001,INSTITUTO NACIONAL DE INNOVACION Y TRANSFERENCIA EN TECNOLOGIA AGROPECUARIA,3007320067,COMPRA DE TALADRO Y ESMERILADORA ELÉCTRICOS PARA USO DEL PERSONAL DE MANTENIMIENTO DEL CENTRO LABORATORIAL DEL INTA EN LA UNIÓN,0062017002200029,11/07/2017
2017CD-000064-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,Contratación Renovación Contrato de Licencias de Microsoft Tipo Open Value (ALFA G P R TECNOLOGIAS S.A.),0062017101000020,31/07/2017
2017CD-000117-0010500001,INSTITUTO NACIONAL DE INNOVACION Y TRANSFERENCIA EN TECNOLOGIA AGROPECUARIA,3007320067,COMPRA DE MOTOGUADAÑA-ORILLADORA PARA MANTENIMIENTO DE ZONAS VERDES DEL CENTRO LABORATORIAL DEL INTA EN LA UNIÓN,0062017002200030,12/07/2017
2017PP-000146-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Servicio Mano de obra instalación cable F.O y puntos de Acceso para cámaras Video Vigilancia (Según Demanda),0062017013500050,28/08/2017
2017LN-000011-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,Servicio de Apoyo a la Gestión de Software Aplicativo del Registro Nacional,0062017001200047,04/08/2017
2017CD-000063-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,Compra de Aretes para Identificación de Ganado y Aplicadores Semiautomáticos (Areteadora) bajo la Modalidad de Entrega Según Demanda,"0062017100900003
(Total: 2)",06/04/2017
2017CD-000236-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,"COMPRA DE ACCESORIOS INOXIDABLES, ACCESORIOS PVC, PASTA PARA GYPSUM, RODINES Y OTROS PARA EL REGISTRO NACIONAL",0062017000700055,22/08/2017
2017PP-000085-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,COMPRA E INSTALACIÓN DE ASTA METÁLICA PARA BANDERAS SOLICITADO POR EL COMITÉ AUXILIAR DE ALAJUELITA,00620174000049,28/08/2017
2017LA-000009-0007200002,MINISTERIO DE LA PRESIDENCIA,2100042007,Equipo de Computo y accesorios,"0062017000100095
(Total: 7)",21/06/2017
2017PP-000084-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,Compra e Instalación de Puertas de Vidrios para la Sede Administrativa y Junta regional de Puntarenas de Cruz Roja Costarricense.,00620174000028,13/06/2017
2017LA-000024-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Exámenes y Valoraciones para personal del Cuerpo de Bomberos,0062017101900003,08/03/2017
2017CD-000833-0000400001,Instituto Costarricense de Electricidad,4000042139,Tanques de polietileno reforzado (4301-1087-2017),0062017430100158,28/08/2017
2017CD-001019-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Soporte y mantenimiento de Aires,0062017014900011,19/08/2017
2017CD-000081-0005400001,Contraloría General de la Republica,2200042154,"Mantenimiento, diagnóstico y reparación de escáner",0062017000700006,28/08/2017
2017CD-000259-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Compra de Equipo Multifuncional a Color para Oficina de Publicaciones,0062017000200006,16/06/2017
2017CD-000058-0006900001,MINISTERIO DE JUSTICIA Y PAZ,2100042006,COMPRA DE CARRETILLAS TIPO PERRA PARA EL VICEMINISTERIO DE PAZ,0062017000800012,24/08/2017
2017CD-000832-0000400001,Instituto Costarricense de Electricidad,4000042139,Adquisición de licencias software de regulación y velocidad de la RH 3608-0140-2017,0062017360100005,02/08/2017
2017CD-000029-0014900001,SUPERINTENDENCIA DE TELECOMUNICACIONES,3007566209,"SERVICIOS PROFESIONALES PARA LEVANTAMIENTO Y ACTUALIZACIÓN DE PROCEDIMIENTOS, INSTRUCTIVOS DE TRABAJO, FORMATOS Y MANUALES EN LA DIRECCIÓN GENERAL DE OPERACIONES DE LA SUTEL",0062017710000033,25/05/2017
2017CD-000172-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,MATERIALES Y PRODUCTOS MINERALES Y ASFÁLTICOS SVA,0062017000400306,24/08/2017
2017CD-000015-0007700001,MINISTERIO DE COMERCIO EXTERIOR,2100084250,Contratación registro de precalificados de agencias de viajes para el Ministerio de Comercio Exterior,0062017001200025,31/08/2017
2017CD-000024-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,"SERVICIOS  DE CAPACITACION EN PRIMEROS AUXILIOS Y REANIMACION CARDIOPULMONAR, PREVENCION Y COMBATE DE INCENDIOS Y EVACUACION DE EDIFICIOS",0062017000100043,18/08/2017
2017CD-000831-0000400001,Instituto Costarricense de Electricidad,4000042139,Productos Químicos P.H. Reventazón 3607-0098-2017,0062017360100007,23/08/2017
2017CD-001018-0015499999,MUNICIPALIDAD DE SAN JOSE,3014042058,Servicio de producción de ,0062017020900315,16/08/2017
2017CD-000830-0000400001,Instituto Costarricense de Electricidad,4000042139,Servicio capacitación curso teórico-práctico en metodologías de Investigación  4601-2012-2017,0062017460100013,17/08/2017
2017CD-000023-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,DESARROLLO DE SERVICIO WEB PARA CONSUMO DE DATOS,0062017000100040,18/08/2017
2017CD-000022-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,ESTACIONES DE PRIMEROS AUXILIOS (FERULA PARA INMOVILIZACION DE LA COLUMNA VERTEBRAL).,0062017000100044,18/08/2017
2017CD-000235-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,“COMPRA DEL SOPORTE PARA LAS LICENCIAS VREALIZE OPERATIONS 6 ADVANCED DEL REGISTRO NACIONAL”,0062017001200045,04/08/2017
2017CD-000234-0005900001,JUNTA ADMINISTRATIVA DEL REGISTRO NACIONAL,3007042030,COMPRA DE DOS (2) PROYECTORES PARA UTILIZAR EN LAS ACTIVIDADES DE CAPACITACIÓN DEL REGISTRO NACIONAL”,0062017000300048,11/08/2017
2017CD-000047-0006000001,Consejo Nacional de Vialidad,3007231686,"Trabajos para la atencion de la Ruta Nacional No. 752 (en lastre), secciones de control Nos. 21141, 21142 y 21143; Zona 6-2",0062017302300039,13/07/2017
2017LA-000003-0008900001,CONSEJO NACIONAL DE LA PERSONA ADULTA MAYOR,3007259107,Contratación de empresa para los servicios de seguridad y vigilancia para el edificio alquilado por el CONAPAM,0062017001500045,29/08/2017
2017PP-000447-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,PROYECTOR 3LCD,0062017325000407,31/08/2017
2017CD-000171-0007100001,MINISTERIO DE SEGURIDAD PUBLICA,2100042011,ESCALERA TELESCÓPICA EXTENSIBLE. PCD,0062017000400300,23/08/2017
2017CD-000320-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,COMPRA DE CÁMARA FOTOGRÁFICA DIGITAL,0062017002800287,18/07/2017
2017CD-000080-0008200001,MINISTERIO DE PLANIFICACION NACIONAL Y POLITICA ECONOMICA,2100045230,SERVICIOS DE CATERING TALLERES COREDES REGIONAL BRUNCA,0062017000900105,29/08/2017
2017CD-000319-0012300001,TRIBUNAL SUPREMO DE ELECCIONES,2400042156,CAPACITACIÓN - CURSO EL PRESUPUESTO COMO HERRAMIENTA PARA LA GESTIÓN INSTITUCIONAL,0062017002800360,28/08/2017
2017CD-000015-0000700001,Municipalidad de Grecia,3014042066,Adquirir e instalar un sistema de presión constante en la tubería de 12” que conduce agua hacia el tanque Totón,0062017020600005,21/08/2017
2017CD-000106-0000100001,Banco Nacional de Costa Rica,4000001021,"“REMODELACION MENOR PARA DEVOLUCION DE LOCAL, BN URBANA REX”",0062017434100179,24/08/2017
2017CD-000031-0009200001,MINISTERIO DE SALUD,2100042010,ALQUILER DE INMUEBLE PARA ALBERGAR EL ÁREA RECTORA DE SALUD DE GRECIA,0062017000100048,01/08/2017
2017PP-000045-0001700001,Promotora de Comercio Exterior,3007196350,TALLER DIRIGIDO A EMPRESAS NACIONALES EN MATERIAL DE ARTE Y DISEÑO DEL EMPAQUE,0062017000100033,23/08/2017
2017CD-000106-0007200002,MINISTERIO DE LA PRESIDENCIA,2100042007,Servicio de Fumigacion,"0062017000600030
(Total: 2)",21/04/2017
2017CD-000108-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,SERVICIO DE ALIMENTACIÓN PARA EVENTOS (CATERING SERVICE) tres días,0062017003600026,17/08/2017
,CONSEJO DE SEGURIDAD VIAL,3007061394,"Adquirir una grabadora de voz digital, tipo periodística para ser utilizada en las sesiones ordinarias y extraordinarias de la Comisión Institucional de Ética y Valores en la Gestión Ética",0062017000800004,31/08/2017
2017CD-000062-0009400001,SERVICIO NACIONAL DE SALUD ANIMAL,3007475726,Compra de Cajas de Herramientas y Fajas de Remolque,"0062017800200005
(Total: 4)",12/06/2017
2017CD-000019-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Adquisición de sillas para oficinistas,0062017101300024,28/08/2017
2017CD-000258-0006600001,CONSEJO TECNICO DE AVIACION CIVIL,3007045551,Servicios de soporte y mantenimiento preventivo y correctivo para el sistema SIVARI,,
2017CD-000089-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,PERFIL DE SERVICIOS DE DIRECCION ARTÍSTICA PARA EL ESPECTÁCULO “DEL POLVO SOY” A PRESENTARSE EN EL TEATRO VARGAS CALVO DEL TEATRO NACIONAL DE COSTA RICA,0062017000600077,30/08/2017
2017PP-000145-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Gabinetes para intemperie con UPS incorporada (Escasa cuantía),0062017013500049,28/08/2017
,CONSEJO DE SEGURIDAD VIAL,3007061394,Adquirir bibliografía (libros) sobre ética y valores como apoyo y fortalecimiento del conocimiento de los integrantes de la Comisión Institucional de Ética y Valores en la Gestión Ética,0062017000800003,31/08/2017
2017PP-000083-0015100001,ASOCIACION CRUZ ROJA COSTARRICENSE,3002045433,"CAMAS PLEGABLES , CON PATAS, TIPO CAMPING, ESTRUCTURA METÁLICA PARA PUESTOS DE SOCORROS DE CRUZ ROJA COSTARRICENSE",,
2017CD-000018-0012800001,BENEMERITO CUERPO DE BOMBEROS DE COSTA RICA,3007547060,Compra de electrodomésticos,0062017101300025,29/08/2017
2017PP-000144-0000800001,RADIOGRÁFICA COSTARRICENSE SOCIEDAD ANÓNIMA,3101009059,Contratación empresa especialista en capacitación para desarrollar destrezas y habilidades desde la perspectiva de venta consultiva. (E.C.),0062017012100005,29/08/2017
2017CD-000088-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,CONTRATACIÓN DEL SERVICIO DE ACTUACIÓN PARA ESPECTÁCULO “DEL POLVO SOY” A PRESENTARSE EN EL TEATRO VARGAS CALVO.,0062017000600075,29/08/2017
2017CD-000107-0090100001,SERVICIO FITOSANITARIO DEL ESTADO,3007521568,Capacitacion a expendedores,0062017002300046,23/08/2017
2017PP-000446-0000200001,COMPAÑÍA NACIONAL DE FUERZA Y LUZ SOCIEDAD ANÓNIMA,3101000046,CAMARAS FOTOGRAFICAS PORTATILES,0062017325000406,31/08/2017
2017CD-000109-0014400001,INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS,3007241710,Contratar los servicios de un Bibliotecólogo,0062017010900130,29/08/2017
2017CD-000087-0009900001,TEATRO NACIONAL DE COSTA RICA,3007110978,PERFIL DE SERVICIOS DE ASISTENTE DE DIRECCION PARA EL ESPECTÁCULO “DEL POLVO SOY” A PRESENTARSE EN EL TEATRO VARGAS CALVO DEL TEATRO NACIONAL DE COSTA RICA,0062017000600076,30/08/2017
2017PP-000013-0016000001,FIDEICOMISO FONATT JADGME - BCR,3110688590,Compra de tiquetes áereos,0062017700300018,27/07/2017
2017CD-000020-0008500001,Fondo Nacional de Becas,3007201398,Alquiler de Edificio,0062017020600004,26/07/2017
2017CD-000021-0013600001,FIDEICOMISO 872 MS-CTAMS-BNCR,2100045254,Compra de frascos de Flouresceina sódica en 250 gramos cada uno,0062017000100038,04/08/2017
2017CD-000019-0008500001,Fondo Nacional de Becas,3007201398,SERVICIOS JURÍDICOS PARA LA AUDITORIA INTERNA,0062017050700004,03/08/2017
2017LA-000045-0000400001,Instituto Costarricense de Electricidad,4000042139,Servicios informáticos para mantenimiento al Sistema Comercial de Electricidad (@ce+) y a sus módulos complementarios (según demanda).,0062017550500020,20/07/2017
2017CD-000178-0013200001,INSTITUTO DE DESARROLLO PROFESIONAL ULADISLAO GÁMEZ SOLANO,3007586646,Neuroprogramación en el ámbito lingüístico y matemático,0062017000200200,30/08/2017
2017CD-000017-0007600001,MINISTERIO DE VIVIENDA Y ASENTAMIENTOS HUMANOS,2100042013,COMPRA DE CUBRE ALFOMBRAS,0062017000100026,24/08/2017
2017CD-000105-0000100001,Banco Nacional de Costa Rica,4000001021,ADECUACIÓN DE DOS PLATAFORMAS PARA EL SERVICIO DE FIRMA DIGITAL EN LAS AGENCIAS CIUDAD NEILY Y SAN ISIDRO DEL GENERAL DEL BANCO NACIONAL DE COSTA RICA,0062017434100184,25/08/2017
